EnsembleGI	Chromosome	Gene_Start	Gene_End	Complement	Coding
ENSG00000206958.1	5	88382772	88382907	0	0
ENSG00000206959.1	20	53544615	53544725	0	0
ENSG00000206960.1	6	14646535	14646638	0	0
ENSG00000206961.1	2	169727872	169728003	0	0
ENSG00000206962.1	13	41905118	41905224	0	0
ENSG00000206963.1	2	126702839	126702942	1	0
ENSG00000206964.1	2	55286018	55286128	0	0
ENSG00000206965.1	2	174557966	174558072	1	0
ENSG00000206967.1	11	108229503	108229604	1	0
ENSG00000206969.1	14	102865856	102865963	0	0
ENSG00000206970.1	2	203782037	203782143	0	0
ENSG00000206972.1	15	30254402	30254508	1	0
ENSG00000206973.1	2	61605616	61605722	0	0
ENSG00000206974.1	6	108292766	108292869	0	0
ENSG00000206975.1	8	56917084	56917190	0	0
ENSG00000206976.1	11	3922567	3922703	0	0
ENSG00000206977.1	6	41832854	41832993	0	0
ENSG00000206978.1	4	159064297	159064398	1	0
ENSG00000206979.1	X	136879199	136879271	1	0
ENSG00000206980.1	1	151747597	151747700	1	0
ENSG00000206981.1	1	31497577	31497683	1	0
ENSG00000206982.1	6	128584390	128584491	0	0
ENSG00000206983.1	X	37870109	37870215	0	0
ENSG00000206985.1	2	39082589	39082692	0	0
ENSG00000206987.1	15	32426288	32426420	1	0
ENSG00000206989.1	5	138561043	138561110	1	0
ENSG00000206990.1	1	165662585	165662687	1	0
ENSG00000206991.1	15	43637632	43637738	1	0
ENSG00000206992.1	12	51987657	51987763	0	0
ENSG00000206995.1	15	52162751	52162852	0	0
ENSG00000206996.1	8	13044350	13044456	0	0
ENSG00000206997.1	5	96210121	96210227	1	0
ENSG00000206998.1	20	43451159	43451260	1	0
ENSG00000206999.1	1	75183045	75183147	0	0
ENSG00000207000.1	9	68935873	68935979	1	0
ENSG00000207001.1	15	25054210	25054304	0	0
ENSG00000207002.1	3	123814077	123814207	0	0
ENSG00000207003.1	19	45047458	45047561	0	0
ENSG00000207004.1	14	51724103	51724209	0	0
ENSG00000207005.1	1	16895980	16896143	0	0
ENSG00000207007.1	4	70852130	70852240	0	0
ENSG00000207008.1	11	2963771	2963893	1	0
ENSG00000207009.1	4	1683420	1683529	1	0
ENSG00000207010.1	12	12289227	12289329	1	0
ENSG00000207011.1	17	30059052	30059147	1	0
ENSG00000207012.2	11	72047873	72047951	1	0
ENSG00000207013.1	5	86663144	86663250	1	0
ENSG00000207014.1	15	25056860	25056954	0	0
ENSG00000207016.1	2	69520043	69520174	1	0
ENSG00000207019.1	18	31345362	31345467	1	0
ENSG00000207020.1	5	139554900	139555001	1	0
ENSG00000207021.1	17	81573490	81573602	0	0
ENSG00000207022.1	1	92846059	92846182	0	0
ENSG00000207023.1	6	73464073	73464177	0	0
ENSG00000207024.1	11	64296037	64296138	0	0
ENSG00000207025.1	X	18395994	18396095	1	0
ENSG00000207026.1	12	33923374	33923480	1	0
ENSG00000207027.1	8	23806229	23806377	1	0
ENSG00000207029.1	10	102591524	102591630	0	0
ENSG00000207031.1	12	56645027	56645101	1	0
ENSG00000207032.1	9	34389943	34390051	1	0
ENSG00000207033.1	X	116400848	116400953	1	0
ENSG00000207034.1	18	2778941	2779057	0	0
ENSG00000207036.1	8	70357347	70357448	0	0
ENSG00000207037.1	15	84938416	84938522	1	0
ENSG00000207039.1	1	153785720	153785821	1	0
ENSG00000207041.1	X	141118030	141118136	1	0
ENSG00000207042.1	16	21642294	21642400	0	0
ENSG00000207044.1	6	112196440	112196546	1	0
ENSG00000207045.1	7	96330638	96330744	0	0
ENSG00000207046.1	14	37434469	37434573	1	0
ENSG00000207047.2	2	206161878	206161957	0	0
ENSG00000207049.1	2	236153071	236153172	1	0
ENSG00000207051.1	13	27255401	27255526	0	0
ENSG00000207052.1	5	32309662	32309768	0	0
ENSG00000207053.1	20	35928570	35928675	1	0
ENSG00000207056.1	1	7219360	7219524	0	0
ENSG00000207058.1	4	70703018	70703123	1	0
ENSG00000207060.1	5	51055353	51055459	1	0
ENSG00000207061.1	7	156186122	156186223	1	0
ENSG00000207062.1	7	65070538	65070672	0	0
ENSG00000207063.1	15	25051477	25051571	0	0
ENSG00000207065.1	4	81334303	81334418	0	0
ENSG00000207067.1	8	98042086	98042217	1	0
ENSG00000207068.1	10	105534659	105534765	0	0
ENSG00000207069.1	2	25008845	25008946	1	0
ENSG00000207071.1	10	45188790	45188896	1	0
ENSG00000207072.1	18	68858934	68859040	0	0
ENSG00000207073.1	19	49566672	49566772	0	0
ENSG00000207075.1	4	37699895	37700002	1	0
ENSG00000207076.1	6	43474186	43474292	0	0
ENSG00000207077.1	5	100153672	100153779	0	0
ENSG00000207080.2	1	184315658	184315765	0	0
ENSG00000207081.1	X	134918310	134918416	1	0
ENSG00000207082.1	1	164639565	164639671	0	0
ENSG00000207083.1	16	69175671	69175777	1	0
ENSG00000207084.1	3	160696929	160697060	0	0
ENSG00000207086.1	2	9615267	9615373	0	0
ENSG00000207087.1	2	43091388	43091494	1	0
ENSG00000207088.1	3	129397210	129397348	1	0
ENSG00000207089.1	14	68735922	68736028	1	0
ENSG00000207090.1	7	121194948	121195057	1	0
ENSG00000207091.1	15	34314728	34314828	0	0
ENSG00000207092.1	18	9250110	9250211	0	0
ENSG00000207093.1	15	25070432	25070526	0	0
ENSG00000207094.1	7	88449092	88449231	1	0
ENSG00000207095.1	1	27693731	27693835	0	0
ENSG00000207097.1	21	13047583	13047689	0	0
ENSG00000207098.1	21	32841861	32841995	1	0
ENSG00000207099.1	12	65095749	65095855	0	0
ENSG00000207100.1	X	133152754	133152892	0	0
ENSG00000207101.1	8	41803349	41803450	0	0
ENSG00000207104.1	X	54343546	54343652	0	0
ENSG00000207105.1	15	48995912	48996022	1	0
ENSG00000207108.1	1	185630428	185630528	1	0
ENSG00000207109.1	3	53333060	53333128	1	0
ENSG00000207110.1	8	127999131	127999294	0	0
ENSG00000207112.1	11	93730513	93730646	1	0
ENSG00000207113.1	11	88612805	88612911	1	0
ENSG00000207114.1	3	171504245	171504351	1	0
ENSG00000207115.1	7	96341140	96341246	0	0
ENSG00000207116.1	2	200830009	200830116	0	0
ENSG00000207117.1	2	159536244	159536346	1	0
ENSG00000207118.1	11	123058909	123058995	1	0
ENSG00000207119.2	15	69457941	69458149	1	0
ENSG00000207121.1	4	149934376	149934483	0	0
ENSG00000207122.1	X	39081180	39081285	1	0
ENSG00000207123.1	17	62122320	62122421	0	0
ENSG00000207124.1	10	4514952	4515057	0	0
ENSG00000207127.1	17	49416744	49416850	1	0
ENSG00000207128.1	8	10476223	10476329	0	0
ENSG00000207129.1	5	88274258	88274376	1	0
ENSG00000207130.1	3	128714571	128714705	1	0
ENSG00000207131.1	6	87826173	87826285	1	0
ENSG00000207132.1	17	30344503	30344604	1	0
ENSG00000207133.1	15	25067788	25067882	0	0
ENSG00000207134.1	1	155358712	155358818	1	0
ENSG00000207135.1	10	27335501	27335607	1	0
ENSG00000207136.1	12	50633273	50633376	0	0
ENSG00000207137.1	15	25079058	25079149	0	0
ENSG00000207138.1	8	126504763	126504869	0	0
ENSG00000207139.1	1	197685640	197685740	1	0
ENSG00000207142.1	12	42454720	42454821	0	0
ENSG00000207144.1	1	155419397	155419500	0	0
ENSG00000207145.1	11	93733466	93733597	1	0
ENSG00000207146.1	X	108676951	108677057	1	0
ENSG00000207147.1	21	40513144	40513279	0	0
ENSG00000207148.1	4	121329069	121329170	1	0
ENSG00000207149.1	1	120126974	120127074	0	0
ENSG00000207150.1	15	87474183	87474289	1	0
ENSG00000207151.1	X	11116092	11116193	1	0
ENSG00000207153.1	11	60985061	60985167	1	0
ENSG00000207154.1	18	51283733	51283896	1	0
ENSG00000207155.1	4	140700835	140700942	1	0
ENSG00000207156.1	3	146996607	146996713	1	0
ENSG00000207157.1	13	23152586	23152686	1	0
ENSG00000207158.1	20	56785981	56786087	1	0
ENSG00000207160.1	18	26366301	26366406	1	0
ENSG00000207161.1	2	147472133	147472243	1	0
ENSG00000207162.1	15	64671263	64671369	0	0
ENSG00000207163.1	3	14530982	14531088	1	0
ENSG00000207164.1	14	28901236	28901347	1	0
ENSG00000207165.1	X	154400281	154400415	0	0
ENSG00000207166.1	19	17862588	17862720	0	0
ENSG00000207167.1	16	19012157	19012263	0	0
ENSG00000207168.1	7	56060470	56060602	0	0
ENSG00000207169.1	17	76337316	76337422	0	0
ENSG00000207170.1	2	18583367	18583468	1	0
ENSG00000207171.1	4	168471409	168471539	0	0
ENSG00000207172.1	14	63630678	63630781	0	0
ENSG00000207173.1	16	58083068	58083168	1	0
ENSG00000207174.1	15	25081287	25081378	0	0
ENSG00000207175.1	X	119423742	119423905	0	0
ENSG00000207176.1	12	32396050	32396147	1	0
ENSG00000207177.1	5	110684794	110684927	1	0
ENSG00000207178.1	2	182873841	182873947	0	0
ENSG00000207180.1	6	71182612	71182718	0	0
ENSG00000207181.1	1	235127803	235127937	1	0
ENSG00000207182.1	4	146580048	146580210	0	0
ENSG00000207183.1	2	12411398	12411501	1	0
ENSG00000207185.1	11	118593988	118594093	0	0
ENSG00000207186.1	2	241584968	241585075	0	0
ENSG00000207187.1	2	30187434	30187566	0	0
ENSG00000207189.1	12	123348999	123349100	1	0
ENSG00000207190.1	1	64028894	64029000	1	0
ENSG00000207191.1	15	25062333	25062427	0	0
ENSG00000207192.1	2	4945277	4945383	0	0
ENSG00000207193.1	6	16232231	16232330	1	0
ENSG00000207194.1	1	50582404	50582511	0	0
ENSG00000207195.1	4	40826655	40826765	1	0
ENSG00000207196.1	11	70705167	70705269	1	0
ENSG00000207197.1	15	25077051	25077142	0	0
ENSG00000207198.1	4	41113942	41114045	0	0
ENSG00000207199.1	8	39018615	39018683	1	0
ENSG00000207200.1	11	63970470	63970576	0	0
ENSG00000207201.1	8	24076997	24077158	1	0
ENSG00000207202.1	X	10582817	10582919	0	0
ENSG00000207203.1	13	36267168	36267274	0	0
ENSG00000207204.1	7	98794718	98794824	1	0
ENSG00000207205.1	1	144412576	144412740	0	0
ENSG00000207206.1	9	81725243	81725349	1	0
ENSG00000207207.1	2	85434507	85434619	0	0
ENSG00000207208.1	14	101803227	101803331	0	0
ENSG00000207209.1	1	147420199	147420300	1	0
ENSG00000207210.1	5	173052452	173052555	1	0
ENSG00000207214.1	7	124647719	124647822	0	0
ENSG00000207215.2	8	97358265	97358478	0	0
ENSG00000207217.1	7	6016877	6017011	0	0
ENSG00000207218.1	2	41857271	41857372	1	0
ENSG00000207220.1	X	113949917	113950082	0	0
ENSG00000207221.1	11	83041464	83041598	1	0
ENSG00000207222.1	5	134500178	134500284	1	0
ENSG00000207223.1	15	64652888	64652989	0	0
ENSG00000207225.1	2	147408342	147408448	0	0
ENSG00000207227.1	22	37891347	37891448	0	0
ENSG00000207229.1	5	55040847	55040945	0	0
ENSG00000207231.1	4	185415973	185416086	1	0
ENSG00000207233.1	18	54222284	54222412	1	0
ENSG00000207234.1	1	88816779	88816885	0	0
ENSG00000207235.1	17	59260748	59260846	0	0
ENSG00000207237.1	1	25964197	25964300	0	0
ENSG00000207240.1	18	31382317	31382430	0	0
ENSG00000207241.1	1	75787889	75787972	0	0
ENSG00000207242.1	17	10857899	10858004	1	0
ENSG00000207243.1	16	178554	178656	0	0
ENSG00000207244.1	8	8961575	8961708	0	0
ENSG00000207245.1	15	25106521	25106603	0	0
ENSG00000207247.1	6	136934765	136934866	0	0
ENSG00000207248.1	16	21642054	21642160	0	0
ENSG00000207249.1	2	104733234	104733362	0	0
ENSG00000207251.1	3	27265580	27265683	1	0
ENSG00000207252.1	11	24455911	24456010	0	0
ENSG00000207255.1	2	35471605	35471708	0	0
ENSG00000207256.1	1	42991438	42991544	0	0
ENSG00000207257.1	15	32284152	32284258	0	0
ENSG00000207258.1	8	38744020	38744131	0	0
ENSG00000207260.1	4	109992325	109992431	0	0
ENSG00000207261.1	5	27111569	27111674	0	0
ENSG00000207263.1	15	25082768	25082859	0	0
ENSG00000207264.1	10	21321961	21322067	0	0
ENSG00000207265.1	19	52259076	52259187	1	0
ENSG00000207266.1	16	27998295	27998401	1	0
ENSG00000207267.1	2	11233988	11234094	0	0
ENSG00000207268.1	9	117181066	117181200	1	0
ENSG00000207269.1	5	100733058	100733386	0	0
ENSG00000207270.1	2	149610668	149610774	1	0
ENSG00000207271.1	10	36626015	36626138	1	0
ENSG00000207274.1	2	214846947	214847081	0	0
ENSG00000207275.1	10	82340771	82340876	0	0
ENSG00000207276.1	9	96256216	96256319	1	0
ENSG00000207277.1	9	63813190	63813307	0	0
ENSG00000207278.1	18	3894699	3894805	1	0
ENSG00000207279.1	15	25094037	25094128	0	0
ENSG00000207280.1	2	231456444	231456523	1	0
ENSG00000207281.1	19	40339059	40339164	1	0
ENSG00000207282.1	20	18113467	18113579	1	0
ENSG00000207283.1	3	5086178	5086279	1	0
ENSG00000207286.1	6	25287432	25287533	1	0
ENSG00000207287.1	10	96743167	96743273	0	0
ENSG00000207289.1	15	21307749	21307855	0	0
ENSG00000207290.1	5	128371099	128371212	1	0
ENSG00000207291.1	X	101634006	101634112	1	0
ENSG00000207292.1	6	149631437	149631549	0	0
ENSG00000207293.1	5	57169108	57169209	1	0
ENSG00000207294.1	16	15150697	15150796	0	0
ENSG00000207295.1	2	38884560	38884666	1	0
ENSG00000207296.1	19	38797002	38797109	1	0
ENSG00000207297.1	17	35573657	35573753	0	0
ENSG00000207298.1	13	99025234	99025345	0	0
ENSG00000207299.1	11	90118391	90118461	0	0
ENSG00000207300.1	6	137784374	137784486	0	0
ENSG00000207302.1	1	25877496	25877605	0	0
ENSG00000207303.1	2	216351403	216351504	0	0
ENSG00000207304.1	11	93732361	93732499	1	0
ENSG00000207305.1	20	2453010	2453117	1	0
ENSG00000207306.1	17	48196680	48196786	1	0
ENSG00000207307.1	4	76532222	76532327	1	0
ENSG00000207308.1	11	2321718	2321827	0	0
ENSG00000207309.1	6	96649453	96649591	1	0
ENSG00000207310.1	3	119341834	119341940	1	0
ENSG00000207312.1	5	11027200	11027307	0	0
ENSG00000207313.1	12	48667457	48667593	1	0
ENSG00000207316.1	3	88431191	88431309	0	0
ENSG00000207317.1	5	140019492	140019592	0	0
ENSG00000207318.1	7	147831770	147831877	0	0
ENSG00000207319.1	2	206701065	206701185	1	0
ENSG00000207320.1	X	3641443	3641555	1	0
ENSG00000207321.1	1	153331622	153331728	0	0
ENSG00000207322.1	4	135995929	135996092	1	0
ENSG00000207323.1	3	153471466	153471571	1	0
ENSG00000207325.1	13	32763438	32763552	1	0
ENSG00000207326.1	1	246426006	246426119	1	0
ENSG00000207327.1	10	73529051	73529157	1	0
ENSG00000207328.1	1	37203610	37203716	0	0
ENSG00000207329.1	9	109324685	109324796	0	0
ENSG00000207330.1	13	27828763	27828869	0	0
ENSG00000207331.1	3	98908459	98908564	0	0
ENSG00000207332.1	X	3607258	3607365	1	0
ENSG00000207333.1	5	75709495	75709599	1	0
ENSG00000207334.1	8	118976513	118976619	0	0
ENSG00000207336.1	5	74725099	74725204	1	0
ENSG00000207338.1	7	123457988	123458094	1	0
ENSG00000207340.1	1	148362370	148362533	1	0
ENSG00000207341.1	1	166042244	166042350	0	0
ENSG00000207342.1	14	88840165	88840263	0	0
ENSG00000207343.1	22	20416797	20416899	1	0
ENSG00000207344.1	7	65065999	65066132	0	0
ENSG00000207345.1	6	148278672	148278778	0	0
ENSG00000207347.1	10	21564471	21564577	1	0
ENSG00000207349.1	1	143699456	143699619	1	0
ENSG00000207351.1	3	184086791	184086903	1	0
ENSG00000207352.1	5	65604661	65604761	1	0
ENSG00000207355.1	20	24974171	24974280	0	0
ENSG00000207356.1	1	39944890	39944998	1	0
ENSG00000207357.1	19	1021522	1021628	0	0
ENSG00000207359.1	8	89900721	89900824	1	0
ENSG00000207360.1	9	15776181	15776286	1	0
ENSG00000207361.1	8	28416448	28416551	0	0
ENSG00000207362.1	10	100258571	100258677	0	0
ENSG00000207363.1	X	107901145	107901246	1	0
ENSG00000207364.1	2	37331770	37331876	1	0
ENSG00000207365.1	12	93021606	93021712	0	0
ENSG00000207366.1	14	48341226	48341332	1	0
ENSG00000207367.1	X	48776965	48777071	1	0
ENSG00000207368.1	3	195419436	195419546	1	0
ENSG00000207369.1	8	47667771	47667877	0	0
ENSG00000207370.1	3	193624189	193624301	0	0
ENSG00000207371.1	6	41917416	41917526	1	0
ENSG00000207375.1	15	25091786	25091877	0	0
ENSG00000207378.1	8	98462944	98463050	1	0
ENSG00000207379.1	1	93385711	93385817	0	0
ENSG00000207380.1	20	5964538	5964650	0	0
ENSG00000207381.1	12	54317781	54317887	1	0
ENSG00000207382.1	17	62661621	62661725	1	0
ENSG00000207383.1	2	112579484	112579584	1	0
ENSG00000207384.1	4	139200395	139200513	0	0
ENSG00000207385.1	4	53265461	53265567	1	0
ENSG00000207386.1	2	206025593	206025697	0	0
ENSG00000207387.1	12	70906917	70907018	0	0
ENSG00000207389.1	1	16740516	16740679	0	0
ENSG00000207391.1	5	79534853	79534954	0	0
ENSG00000207392.1	6	159780250	159780381	1	0
ENSG00000207393.1	2	218589214	218589320	1	0
ENSG00000207394.1	6	23124981	23125087	1	0
ENSG00000207395.1	15	69406441	69406552	0	0
ENSG00000207397.1	19	22555261	22555367	0	0
ENSG00000207399.1	8	103384961	103385067	0	0
ENSG00000207401.1	9	110934406	110934507	0	0
ENSG00000207402.1	2	191121950	191122056	0	0
ENSG00000207403.1	6	121378797	121378898	1	0
ENSG00000207404.1	5	108891437	108891546	0	0
ENSG00000207405.1	16	1962973	1963106	1	0
ENSG00000207406.1	2	206162228	206162359	0	0
ENSG00000207407.1	11	19591156	19591291	1	0
ENSG00000207408.1	X	53324562	53324674	0	0
ENSG00000207410.1	17	67271469	67271607	0	0
ENSG00000207411.1	2	43620878	43620984	1	0
ENSG00000207412.1	14	31686692	31686798	1	0
ENSG00000207414.1	12	101199271	101199377	1	0
ENSG00000207415.1	8	9287472	9287578	1	0
ENSG00000207416.1	21	36986739	36986851	1	0
ENSG00000207417.1	8	74376687	74376793	0	0
ENSG00000207419.1	6	11709819	11709960	0	0
ENSG00000207420.1	5	176556704	176556805	0	0
ENSG00000207421.1	1	44778390	44778456	0	0
ENSG00000207422.1	6	151615773	151615879	1	0
ENSG00000207425.1	16	14915457	14915556	1	0
ENSG00000207426.1	X	96701507	96701619	1	0
ENSG00000207428.1	4	68003895	68004001	0	0
ENSG00000207430.1	15	30581184	30581316	0	0
ENSG00000207431.2	6	146639700	146639769	0	0
ENSG00000207432.1	15	30112198	30112330	0	0
ENSG00000207433.1	9	15544188	15544294	0	0
ENSG00000207434.1	1	12922554	12922660	0	0
ENSG00000207435.1	X	3572857	3572961	0	0
ENSG00000207438.1	10	68503152	68503259	0	0
ENSG00000207439.1	5	65123369	65123474	0	0
ENSG00000207440.1	14	31142939	31143048	0	0
ENSG00000207441.1	16	62187540	62187646	1	0
ENSG00000207442.1	15	25065026	25065121	0	0
ENSG00000207443.1	7	63011463	63011569	1	0
ENSG00000207444.1	14	71398337	71398407	0	0
ENSG00000207445.1	11	75404421	75404566	0	0
ENSG00000207448.1	4	70701755	70701858	0	0
ENSG00000207449.1	15	65553081	65553187	1	0
ENSG00000207450.1	8	47805079	47805179	1	0
ENSG00000207451.1	1	11226254	11226360	0	0
ENSG00000207452.1	5	87299687	87299797	1	0
ENSG00000207453.1	10	7486703	7486809	1	0
ENSG00000207454.1	7	101269938	101270041	1	0
ENSG00000207455.1	22	29899587	29899693	1	0
ENSG00000207456.1	2	53570374	53570480	1	0
ENSG00000207457.1	22	41679711	41679817	0	0
ENSG00000207458.1	13	40226827	40226932	0	0
ENSG00000207459.1	5	134634839	134634945	1	0
ENSG00000207460.1	15	25086527	25086618	0	0
ENSG00000207461.1	6	117457734	117457838	1	0
ENSG00000207462.1	11	118702342	118702447	0	0
ENSG00000207466.1	1	38950825	38950925	1	0
ENSG00000207467.1	12	48809911	48810016	0	0
ENSG00000207468.1	10	119060011	119060138	1	0
ENSG00000207472.1	1	182982212	182982318	1	0
ENSG00000207473.1	10	73346936	73347048	0	0
ENSG00000207474.1	13	24703556	24703665	1	0
ENSG00000207475.1	1	155919909	155920045	1	0
ENSG00000207476.1	21	13621577	13621683	0	0
ENSG00000207480.1	4	88330176	88330278	1	0
ENSG00000207481.1	4	41303237	41303337	1	0
ENSG00000207483.1	10	28667919	28668025	0	0
ENSG00000207484.1	15	51884556	51884653	0	0
ENSG00000207486.1	X	73397531	73397637	1	0
ENSG00000207488.1	7	90251923	90252020	0	0
ENSG00000207490.1	6	25383599	25383702	0	0
ENSG00000207492.1	12	40554161	40554267	1	0
ENSG00000207493.1	16	58548499	58548633	1	0
ENSG00000207494.1	10	124814958	124815062	1	0
ENSG00000207495.1	13	69802940	69803041	0	0
ENSG00000207496.1	3	12840312	12840450	1	0
ENSG00000207497.1	4	185709873	185709967	1	0
ENSG00000207499.1	6	106420706	106420807	0	0
ENSG00000207500.1	13	27255064	27255135	0	0
ENSG00000207501.1	1	145281116	145281279	0	0
ENSG00000207502.1	1	115621872	115622005	1	0
ENSG00000207503.1	21	41539206	41539326	0	0
ENSG00000207504.1	1	67541127	67541233	0	0
ENSG00000207505.1	3	186771841	186771947	1	0
ENSG00000207507.1	19	893484	893590	0	0
ENSG00000207508.1	1	40177843	40177949	0	0
ENSG00000207511.1	1	13279125	13279231	1	0
ENSG00000207512.1	3	38505480	38505581	1	0
ENSG00000207513.1	1	16666785	16666948	1	0
ENSG00000207515.1	X	90597235	90597340	1	0
ENSG00000207516.1	15	45537250	45537377	0	0
ENSG00000207518.1	13	21551304	21551410	1	0
ENSG00000207523.1	1	92840719	92840851	0	0
ENSG00000207524.1	4	88684848	88684954	1	0
ENSG00000207525.1	16	74463888	74463988	1	0
ENSG00000207546.1	12	64622509	64622605	0	0
ENSG00000207547.1	7	100093560	100093643	1	0
ENSG00000207548.3	2	55982967	55983076	1	0
ENSG00000207549.1	19	53716594	53716680	0	0
ENSG00000207550.1	19	51692612	51692681	0	0
ENSG00000207551.1	10	100974985	100975084	0	0
ENSG00000207552.1	17	62944215	62944312	0	0
ENSG00000207554.1	20	63942631	63942726	1	0
ENSG00000207559.1	4	165386242	165386337	0	0
ENSG00000207561.1	17	68424451	68424548	1	0
ENSG00000207562.3	11	111513439	111513515	0	0
ENSG00000207563.1	9	95085208	95085304	0	0
ENSG00000207568.1	14	104117405	104117514	0	0
ENSG00000207569.2	14	100881886	100881978	0	0
ENSG00000207571.1	12	54033950	54034045	0	0
ENSG00000207573.1	7	32732981	32733077	0	0
ENSG00000207574.1	8	143945191	143945279	1	0
ENSG00000207575.1	22	21034176	21034272	1	0
ENSG00000207577.1	6	106784125	106784220	0	0
ENSG00000207578.1	5	96079138	96079212	0	0
ENSG00000207579.1	16	770183	770277	0	0
ENSG00000207580.1	19	53694393	53694475	0	0
ENSG00000207581.1	9	128244721	128244830	1	0
ENSG00000207582.1	8	134800520	134800607	1	0
ENSG00000207583.1	10	75552458	75552553	0	0
ENSG00000207585.1	19	13874875	13875011	0	0
ENSG00000207586.1	12	97563812	97563911	0	0
ENSG00000207587.1	14	101048658	101048748	0	0
ENSG00000207588.1	7	128081861	128081960	0	0
ENSG00000207589.1	X	147236913	147237027	1	0
ENSG00000207590.1	1	220117853	220117962	1	0
ENSG00000207594.1	19	53690881	53690965	0	0
ENSG00000207595.1	9	124692442	124692551	0	0
ENSG00000207597.1	7	136903167	136903294	0	0
ENSG00000207598.1	20	63178500	63178586	0	0
ENSG00000207599.1	19	53675711	53675797	0	0
ENSG00000207600.3	8	11035206	11035302	1	0
ENSG00000207604.3	6	52144349	52144434	0	0
ENSG00000207605.3	3	49020618	49020709	1	0
ENSG00000207606.1	1	151545796	151545891	0	0
ENSG00000207607.3	1	1167863	1167952	0	0
ENSG00000207608.3	14	100882979	100883075	0	0
ENSG00000207609.3	9	20716105	20716188	0	0
ENSG00000207611.1	2	240456001	240456089	0	0
ENSG00000207612.1	10	29545004	29545097	1	0
ENSG00000207613.1	19	13874699	13874808	0	0
ENSG00000207614.1	17	31559996	31560083	0	0
ENSG00000207615.3	19	53685009	53685091	0	0
ENSG00000207616.1	19	53679003	53679085	0	0
ENSG00000207617.4	9	95086014	95086094	1	0
ENSG00000207619.1	5	169263601	169263694	1	0
ENSG00000207620.1	19	53761133	53761222	0	0
ENSG00000207622.1	12	108836908	108837006	1	0
ENSG00000207624.1	1	220118157	220118241	1	0
ENSG00000207625.1	3	35744476	35744559	0	0
ENSG00000207626.1	2	232172653	232172747	0	0
ENSG00000207627.1	5	53951504	53951599	1	0
ENSG00000207628.3	X	8126965	8127061	0	0
ENSG00000207629.1	19	53706252	53706336	0	0
ENSG00000207630.1	19	4770670	4770779	0	0
ENSG00000207631.1	19	40282543	40282641	1	0
ENSG00000207632.1	6	126484631	126484713	0	0
ENSG00000207633.3	X	139924148	139924231	1	0
ENSG00000207634.1	19	53748636	53748722	0	0
ENSG00000207635.1	20	34990376	34990497	0	0
ENSG00000207637.1	7	158532718	158532813	1	0
ENSG00000207638.1	21	16539089	16539169	0	0
ENSG00000207639.1	16	14303967	14304049	0	0
ENSG00000207641.1	X	147272335	147272408	1	0
ENSG00000207642.1	4	350157	350252	0	0
ENSG00000207644.1	19	53669157	53669254	0	0
ENSG00000207645.2	19	53666679	53666762	0	0
ENSG00000207646.1	14	101049550	101049646	0	0
ENSG00000207647.1	2	219294111	219294200	1	0
ENSG00000207649.3	16	56858518	56858601	0	0
ENSG00000207650.1	3	195699401	195699497	0	0
ENSG00000207651.1	3	188688781	188688866	0	0
ENSG00000207652.1	13	40810766	40810861	0	0
ENSG00000207653.1	2	32532153	32532246	0	0
ENSG00000207654.4	2	135665397	135665478	0	0
ENSG00000207656.1	7	93483936	93484019	1	0
ENSG00000207688.2	17	67471489	67471585	0	0
ENSG00000207689.1	6	135239160	135239256	0	0
ENSG00000207691.1	7	129774905	129775014	1	0
ENSG00000207692.3	7	127058088	127058184	1	0
ENSG00000207693.1	9	137838419	137838516	0	0
ENSG00000207695.1	15	79209788	79209871	0	0
ENSG00000207696.1	22	37847678	37847774	1	0
ENSG00000207697.1	4	24520192	24520290	1	0
ENSG00000207698.1	9	109046229	109046298	1	0
ENSG00000207699.1	19	53739333	53739419	0	0
ENSG00000207701.1	8	9741672	9741768	0	0
ENSG00000207702.1	15	31065032	31065141	1	0
ENSG00000207703.1	15	88611825	88611934	0	0
ENSG00000207704.2	8	123348034	123348130	0	0
ENSG00000207705.2	7	128207872	128207943	0	0
ENSG00000207706.1	19	53700015	53700101	0	0
ENSG00000207708.1	12	6964097	6964191	0	0
ENSG00000207711.1	19	53697533	53697617	0	0
ENSG00000207712.1	15	42199570	42199666	1	0
ENSG00000207713.3	12	6963699	6963766	0	0
ENSG00000207714.3	5	149062313	149062409	1	0
ENSG00000207716.1	4	11368827	11368921	0	0
ENSG00000207717.1	3	168551854	168551949	0	0
ENSG00000207719.1	13	99356131	99356228	0	0
ENSG00000207721.1	1	71067631	71067716	1	0
ENSG00000207722.1	19	53701227	53701287	0	0
ENSG00000207725.3	X	45747015	45747124	1	0
ENSG00000207726.3	9	114209434	114209529	0	0
ENSG00000207728.1	5	55170646	55170742	1	0
ENSG00000207729.3	1	162342546	162342640	0	0
ENSG00000207730.3	1	1167104	1167198	0	0
ENSG00000207731.1	X	147230720	147230843	1	0
ENSG00000207732.1	4	20528275	20528384	0	0
ENSG00000207734.1	19	53712268	53712354	0	0
ENSG00000207735.1	19	53720096	53720182	0	0
ENSG00000207736.1	17	81125276	81125373	1	0
ENSG00000207737.1	9	124693710	124693798	0	0
ENSG00000207738.1	19	53707453	53707539	0	0
ENSG00000207739.1	5	168768146	168768255	1	0
ENSG00000207741.1	7	74191198	74191294	0	0
